Name,Longitude,Latitude,RAG,popuptext
Cambridgeshire Community Services NHS Trust,-0.067127,52.322863,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Cambridgeshire Community Services NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 33.2%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): NA</span><br/>
      <span>DToC days (Social Care): NA</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 0%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 9.1%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 11%</span>
      </div>"
Birmingham Community Healthcare NHS Foundation Trust,-1.885825,52.487324,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Birmingham Community Healthcare NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 87.7%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 482</span><br/>
      <span>DToC days (Social Care): 512</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 0%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 16.5%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 12.7%</span>
      </div>"
Central London Community Healthcare NHS Trust,-0.151539,51.522838,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Central London Community Healthcare NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 1.3%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 71.3%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 93</span><br/>
      <span>DToC days (Social Care): 70</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NA%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NA%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NA%</span>
      </div>"
Kent Community Health NHS Foundation Trust,0.478723,51.278405,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Kent Community Health NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 0.1%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: NA%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 295</span><br/>
      <span>DToC days (Social Care): 283</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NaN%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NaN%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NaN%</span>
      </div>"
Abertawe Bro Morgannwg University Health Board,-3.816208,51.613351,amber,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Abertawe Bro Morgannwg University Health Board</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Waiting Times</span><br/>
      <span>Number of breaches: 3299</span><br/>
      <span>Percent breaching 4-hour target: 23.5%</span><br/><br/>

      <span style='font-weight:bold'>Number of Delays, by reason</span><br/>
      <span>All community care: 65</span><br/>
      <span>All healthcare: 34</span><br/>
      <span>Selection of care home: 9</span><br/>
      <span>Waiting for availability of care home: 23</span><br/>
      <span>Protection issues, unable to discharge to safe environment: 3</span><br/><br/>

      <span style='font-weight:bold'>Bed Occupancy: </span><span>88.2%</span><br/><br/>

      <span style='font-weight:bold'>Ambulance Calls with Responses</span><br/>
      <span>Number of red calls: 454</span><br/>
      <span>Red calls arriving within 8 minutes: 73.8%</span><br/>
      </div>"
Aneurin Bevan University Health Board,-2.966736,51.613177,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Aneurin Bevan University Health Board</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Waiting Times</span><br/>
      <span>Number of breaches: 3377</span><br/>
      <span>Percent breaching 4-hour target: 25.2%</span><br/><br/>

      <span style='font-weight:bold'>Number of Delays, by reason</span><br/>
      <span>All community care: 18</span><br/>
      <span>All healthcare: 17</span><br/>
      <span>Selection of care home: 9</span><br/>
      <span>Waiting for availability of care home: 8</span><br/>
      <span>Protection issues, unable to discharge to safe environment: 1</span><br/><br/>

      <span style='font-weight:bold'>Bed Occupancy: </span><span>87.3%</span><br/><br/>

      <span style='font-weight:bold'>Ambulance Calls with Responses</span><br/>
      <span>Number of red calls: 74</span><br/>
      <span>Red calls arriving within 8 minutes: 70.3%</span><br/>
      </div>"
Betsi Cadwaladr University Health Board,-4.159825,53.20902,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Betsi Cadwaladr University Health Board</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Waiting Times</span><br/>
      <span>Number of breaches: 5784</span><br/>
      <span>Percent breaching 4-hour target: 32.4%</span><br/><br/>

      <span style='font-weight:bold'>Number of Delays, by reason</span><br/>
      <span>All community care: 23</span><br/>
      <span>All healthcare: 15</span><br/>
      <span>Selection of care home: 12</span><br/>
      <span>Waiting for availability of care home: 12</span><br/>
      <span>Protection issues, unable to discharge to safe environment: 3</span><br/><br/>

      <span style='font-weight:bold'>Bed Occupancy: </span><span>87.6%</span><br/><br/>

      <span style='font-weight:bold'>Ambulance Calls with Responses</span><br/>
      <span>Number of red calls: 265</span><br/>
      <span>Red calls arriving within 8 minutes: 58.9%</span><br/>
      </div>"
Cardiff and Vale University Health Board,-3.18936,51.506764,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Cardiff and Vale University Health Board</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Waiting Times</span><br/>
      <span>Number of breaches: 1957</span><br/>
      <span>Percent breaching 4-hour target: 16.2%</span><br/><br/>

      <span style='font-weight:bold'>Number of Delays, by reason</span><br/>
      <span>All community care: 21</span><br/>
      <span>All healthcare: 8</span><br/>
      <span>Selection of care home: 5</span><br/>
      <span>Waiting for availability of care home: 4</span><br/>
      <span>Protection issues, unable to discharge to safe environment: 1</span><br/><br/>

      <span style='font-weight:bold'>Bed Occupancy: </span><span>88.4%</span><br/><br/>

      <span style='font-weight:bold'>Ambulance Calls with Responses</span><br/>
      <span>Number of red calls: 455</span><br/>
      <span>Red calls arriving within 8 minutes: 66.6%</span><br/>
      </div>"
Cwm Taf University Health Board,-3.327999,51.642263,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Cwm Taf University Health Board</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Waiting Times</span><br/>
      <span>Number of breaches: 1880</span><br/>
      <span>Percent breaching 4-hour target: 17.5%</span><br/><br/>

      <span style='font-weight:bold'>Number of Delays, by reason</span><br/>
      <span>All community care: 31</span><br/>
      <span>All healthcare: 3</span><br/>
      <span>Selection of care home: 5</span><br/>
      <span>Waiting for availability of care home: NA</span><br/>
      <span>Protection issues, unable to discharge to safe environment: 2</span><br/><br/>

      <span style='font-weight:bold'>Bed Occupancy: </span><span>82.9%</span><br/><br/>

      <span style='font-weight:bold'>Ambulance Calls with Responses</span><br/>
      <span>Number of red calls: 190</span><br/>
      <span>Red calls arriving within 8 minutes: 68.9%</span><br/>
      </div>"
Hywel Dda University Health Board,-4.337926,51.856775,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Hywel Dda University Health Board</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Waiting Times</span><br/>
      <span>Number of breaches: 1888</span><br/>
      <span>Percent breaching 4-hour target: 15.4%</span><br/><br/>

      <span style='font-weight:bold'>Number of Delays, by reason</span><br/>
      <span>All community care: 26</span><br/>
      <span>All healthcare: 6</span><br/>
      <span>Selection of care home: 7</span><br/>
      <span>Waiting for availability of care home: 5</span><br/>
      <span>Protection issues, unable to discharge to safe environment: 1</span><br/><br/>

      <span style='font-weight:bold'>Bed Occupancy: </span><span>87%</span><br/><br/>

      <span style='font-weight:bold'>Ambulance Calls with Responses</span><br/>
      <span>Number of red calls: 409</span><br/>
      <span>Red calls arriving within 8 minutes: 67.2%</span><br/>
      </div>"
Powys Teaching Health Board,-3.261085,52.009154,amber,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Powys Teaching Health Board</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Waiting Times</span><br/>
      <span>Number of breaches: 4</span><br/>
      <span>Percent breaching 4-hour target: 0.3%</span><br/><br/>

      <span style='font-weight:bold'>Number of Delays, by reason</span><br/>
      <span>All community care: 15</span><br/>
      <span>All healthcare: NA</span><br/>
      <span>Selection of care home: 4</span><br/>
      <span>Waiting for availability of care home: 2</span><br/>
      <span>Protection issues, unable to discharge to safe environment: NA</span><br/><br/>

      <span style='font-weight:bold'>Bed Occupancy: </span><span>82.1%</span><br/><br/>

      <span style='font-weight:bold'>Ambulance Calls with Responses</span><br/>
      <span>Number of red calls: 360</span><br/>
      <span>Red calls arriving within 8 minutes: 78.9%</span><br/>
      </div>"
University Hospital Crosshouse,-4.539409,55.61394,amber,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>University Hospital Crosshouse</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 6170</span><br/>
        <span>Percentage seen within 4 hours: 90%</span><br/>
        <span>Percent of attendances resulting in admission: 35.9%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 104</span><br/>
        <span>Bed days occupied by delayed discharge patients: 3862</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 50</span><br/>
        <span>Average no. days waited (inpatients): 42</span><br/><br/>

        <span>Average no. available staffed beds: 461.233</span>
      </div>"
University Hospital Ayr,-4.595538,55.430332,green,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>University Hospital Ayr</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 3129</span><br/>
        <span>Percentage seen within 4 hours: 91.8%</span><br/>
        <span>Percent of attendances resulting in admission: 31.1%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 104</span><br/>
        <span>Bed days occupied by delayed discharge patients: 3862</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 50</span><br/>
        <span>Average no. days waited (inpatients): 42</span><br/><br/>

        <span>Average no. available staffed beds: 328.267</span>
      </div>"
Borders General Hospital,-2.741941,55.595478,green,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Borders General Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 2213</span><br/>
        <span>Percentage seen within 4 hours: 94.9%</span><br/>
        <span>Percent of attendances resulting in admission: 31%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 24</span><br/>
        <span>Bed days occupied by delayed discharge patients: 1122</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 34</span><br/>
        <span>Average no. days waited (inpatients): 13</span><br/><br/>

        <span>Average no. available staffed beds: 225.467</span>
      </div>"
Dumfries & Galloway Royal Infirmary Old,-3.599238,55.0563,green,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Dumfries & Galloway Royal Infirmary Old</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 2821</span><br/>
        <span>Percentage seen within 4 hours: 89.2%</span><br/>
        <span>Percent of attendances resulting in admission: 32.7%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 51</span><br/>
        <span>Bed days occupied by delayed discharge patients: 1598</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 41</span><br/>
        <span>Average no. days waited (inpatients): 65</span><br/><br/>

        <span>Average no. available staffed beds: 284.033</span>
      </div>"
Galloway Community Hospital,-5.021758,54.89921,green,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Galloway Community Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 1036</span><br/>
        <span>Percentage seen within 4 hours: 90.8%</span><br/>
        <span>Percent of attendances resulting in admission: 7.6%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 51</span><br/>
        <span>Bed days occupied by delayed discharge patients: 1598</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 41</span><br/>
        <span>Average no. days waited (inpatients): 65</span><br/><br/>

        <span>Average no. available staffed beds: 24.767</span>
      </div>"
Victoria Hospital,-3.160136,56.125114,green,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Victoria Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 5651</span><br/>
        <span>Percentage seen within 4 hours: 90.7%</span><br/>
        <span>Percent of attendances resulting in admission: 33%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 105</span><br/>
        <span>Bed days occupied by delayed discharge patients: 3235</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 39</span><br/>
        <span>Average no. days waited (inpatients): 64</span><br/><br/>

        <span>Average no. available staffed beds: 501.2</span>
      </div>"
Queen Margaret Hospital,-3.426963,56.082307,green,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Queen Margaret Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 1476</span><br/>
        <span>Percentage seen within 4 hours: 99.7%</span><br/>
        <span>Percent of attendances resulting in admission: 1.6%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 105</span><br/>
        <span>Bed days occupied by delayed discharge patients: 3235</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 39</span><br/>
        <span>Average no. days waited (inpatients): 64</span><br/><br/>

        <span>Average no. available staffed beds: 79.967</span>
      </div>"
Falkirk Community Hospital,-3.79454,55.997774,amber,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Falkirk Community Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 6943</span><br/>
        <span>Percentage seen within 4 hours: 78.4%</span><br/>
        <span>Percent of attendances resulting in admission: 22.8%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 78</span><br/>
        <span>Bed days occupied by delayed discharge patients: 2738</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 36</span><br/>
        <span>Average no. days waited (inpatients): 76</span><br/><br/>

        <span>Average no. available staffed beds: 52</span>
      </div>"
Forth Valley Royal Hospital,-3.84801,56.025121,amber,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Forth Valley Royal Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 5468</span><br/>
        <span>Percentage seen within 4 hours: 72.6%</span><br/>
        <span>Percent of attendances resulting in admission: 29%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 78</span><br/>
        <span>Bed days occupied by delayed discharge patients: 2738</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 36</span><br/>
        <span>Average no. days waited (inpatients): 76</span><br/><br/>

        <span>Average no. available staffed beds: 518</span>
      </div>"
Aberdeen Royal Infirmary,-2.137359,57.154275,amber,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Aberdeen Royal Infirmary</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 5091</span><br/>
        <span>Percentage seen within 4 hours: 89.3%</span><br/>
        <span>Percent of attendances resulting in admission: 27.2%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 117</span><br/>
        <span>Bed days occupied by delayed discharge patients: 3857</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 54</span><br/>
        <span>Average no. days waited (inpatients): 73.5</span><br/><br/>

        <span>Average no. available staffed beds: 687.3</span>
      </div>"
Woodend General Hospital,-2.171576,57.147307,green,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Woodend General Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 11385</span><br/>
        <span>Percentage seen within 4 hours: 93.5%</span><br/>
        <span>Percent of attendances resulting in admission: 17%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 117</span><br/>
        <span>Bed days occupied by delayed discharge patients: 3857</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 54</span><br/>
        <span>Average no. days waited (inpatients): 73.5</span><br/><br/>

        <span>Average no. available staffed beds: 208.833</span>
      </div>"
Royal Aberdeen Children's Hospital,-2.135208,57.153595,green,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Royal Aberdeen Children's Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 1231</span><br/>
        <span>Percentage seen within 4 hours: 99.3%</span><br/>
        <span>Percent of attendances resulting in admission: 12.1%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 117</span><br/>
        <span>Bed days occupied by delayed discharge patients: 3857</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 54</span><br/>
        <span>Average no. days waited (inpatients): 73.5</span><br/><br/>

        <span>Average no. available staffed beds: 18</span>
      </div>"
Dr Gray's Hospital,-3.326988,57.646427,amber,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Dr Gray's Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 2087</span><br/>
        <span>Percentage seen within 4 hours: 91.2%</span><br/>
        <span>Percent of attendances resulting in admission: 19.5%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 117</span><br/>
        <span>Bed days occupied by delayed discharge patients: 3857</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 54</span><br/>
        <span>Average no. days waited (inpatients): 73.5</span><br/><br/>

        <span>Average no. available staffed beds: 115.067</span>
      </div>"
Vale of Leven General Hospital,-4.591825,55.993086,green,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Vale of Leven General Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 1423</span><br/>
        <span>Percentage seen within 4 hours: 95.2%</span><br/>
        <span>Percent of attendances resulting in admission: 14.8%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 147</span><br/>
        <span>Bed days occupied by delayed discharge patients: 5222</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 43</span><br/>
        <span>Average no. days waited (inpatients): 43</span><br/><br/>

        <span>Average no. available staffed beds: 80</span>
      </div>"
Inverclyde Royal Hospital,-4.809839,55.944307,amber,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Inverclyde Royal Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 2715</span><br/>
        <span>Percentage seen within 4 hours: 88.2%</span><br/>
        <span>Percent of attendances resulting in admission: 25.5%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 147</span><br/>
        <span>Bed days occupied by delayed discharge patients: 5222</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 43</span><br/>
        <span>Average no. days waited (inpatients): 43</span><br/><br/>

        <span>Average no. available staffed beds: 277.7</span>
      </div>"
Royal Alexandra Hospital,-4.437821,55.835221,red,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Royal Alexandra Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 5716</span><br/>
        <span>Percentage seen within 4 hours: 84.8%</span><br/>
        <span>Percent of attendances resulting in admission: 33.1%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 147</span><br/>
        <span>Bed days occupied by delayed discharge patients: 5222</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 43</span><br/>
        <span>Average no. days waited (inpatients): 43</span><br/><br/>

        <span>Average no. available staffed beds: 506.5</span>
      </div>"
Glasgow Royal Infirmary,-4.23566,55.86403,red,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Glasgow Royal Infirmary</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 8116</span><br/>
        <span>Percentage seen within 4 hours: 85%</span><br/>
        <span>Percent of attendances resulting in admission: 32.2%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 147</span><br/>
        <span>Bed days occupied by delayed discharge patients: 5222</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 43</span><br/>
        <span>Average no. days waited (inpatients): 43</span><br/><br/>

        <span>Average no. available staffed beds: 862.8</span>
      </div>"
Stobhill Hospital,-4.219856,55.892896,green,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Stobhill Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 1612</span><br/>
        <span>Percentage seen within 4 hours: 97.1%</span><br/>
        <span>Percent of attendances resulting in admission: 0%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 147</span><br/>
        <span>Bed days occupied by delayed discharge patients: 5222</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 43</span><br/>
        <span>Average no. days waited (inpatients): 43</span><br/><br/>

        <span>Average no. available staffed beds: 49.767</span>
      </div>"
New Victoria Hospital,-4.265306,55.828607,green,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>New Victoria Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 2517</span><br/>
        <span>Percentage seen within 4 hours: 100%</span><br/>
        <span>Percent of attendances resulting in admission: 0%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 147</span><br/>
        <span>Bed days occupied by delayed discharge patients: 5222</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 43</span><br/>
        <span>Average no. days waited (inpatients): 43</span><br/><br/>

        <span>Average no. available staffed beds: 50.067</span>
      </div>"
Queen Elizabeth University Hospital,-4.338118,55.862646,red,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Queen Elizabeth University Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 8805</span><br/>
        <span>Percentage seen within 4 hours: 79.5%</span><br/>
        <span>Percent of attendances resulting in admission: 32%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 147</span><br/>
        <span>Bed days occupied by delayed discharge patients: 5222</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 43</span><br/>
        <span>Average no. days waited (inpatients): 43</span><br/><br/>

        <span>Average no. available staffed beds: 1483.5</span>
      </div>"
